first_name,last_name,name_suffix,npi,address,city,postcode,phone,specialty,record_id
Wei,Smith, Jr,3718621541,155 Park Ave,Newcastle,TS14 4XX,83285998374,general practice,R0003150
Aisha,Taylor,,,79 High St,York,TS19 1XX,(3208) 4758963,paediatrics,R0000415
Amraa,Wilson, Dr,2788805508,282 High St,York,TS2 7XX,(1550) 8061627,ortho surgery,R0003185
Sarah,Thomas,,4725378344,138 Station Road,Middlesbrough,TS22 1XX,01479996404,cardiovascular medicine,R0006483
John,Sharma,,8165297000,247 Church Lane,York,TS21 6XX,04782013430,family medicine,R0000808
David,Thomas,,1849771578,285 Station Road,York,TS6 4XX,40961866943,family medicine,R0002119
Saarh,Wilson, Dr,5892920822,246 Park Ave,Newcastle,TS1 1XX,59975799713,cardiology,R0005331
Chen,Davies,,2586311385,242 High Street,Newcastle,TS12 4XX,83695638029,orthopaedics,R0000958
Mohammed,Thomas,,9927142288,75 High Street,Leeds,TS1 7XX,(2551) 3118346,paediatrics,R0004477
Mohammde,Khan,,,235 Victoria Road,Newcastle,TS24 3XX,2097 974 1073,pediatrics,R0001119
Wei,Ahmed,,7107418413,172 Church Lane,Leeds,TS28 6XX,03310162419,cardiovascular medicine,R0002860
Aisha,Roberts,,9488811459,236 Station Road,Newcastle,TS26 8XX,12276405742,cardiovascular medicine,R0000810
Mohammed,Ahmed,,8118545290,200 High Street,Durham,TS26 4XX,39748839608,cardiology,R0007492
Omar,Thomas,,2812865592,163 Station Road,York,TS25 5XX,78844004784,cardiovascular medicine,R0001129
John,Khan,,0577258039,212 High Street,Leeds,TS14 6XX,27235076823,paediatrics,R0000834
Elnea,Ahmed, Dr,7582346859,115 Church Ln,York,TS21 2XX,13043695966,general practice,R0003567
Chen,Khan,,6914903919,53 Park Avenue,Leeds,TS7 3XX,59705354572,orthopaedics,R0003689
Rajesh,Jones,,0966871848,46 Victoria Road,Middlesbrough,TS25 1XX,76194395281,cardiovascular medicine,R0005771
Aisha,Patel,,6794482745,287 High Street,York,TS7 4XX,34390523608,gp,R0007176
Priya,Davies,,2156817662,49 Victoria Road,Middlesbrough,TS20 2XX,64114344044,pediatrics,R0003139
Chen,Nguyen,,4129607134,75 Station Road,Durham,TS5 8XX,53944098197,orthopaedics,R0001235
Chen,Roberts, Dr,2496080628,87 Park Ave,Newcastle,TS21 5XX,8252 184 0896,paediatrics,R0001225
Mohammed,Smith,,7153874705,73 High Street,Middlesbrough,TS9 1XX,39775965109,gp,R0007301
David,Khan, MD,7526157318,258 high st,Leeds,TS2 3XX,0510 803 9446,cardiovascular medicine,R0007352
Priya,Nguyen,,2795034035,183 Park Avenue,Middlesbrough,TS18 6XX,04086569626,gp,R0005624
Rajesh,Sharma,,6011771470,7 High Street,Durham,TS17 6XX,49116807958,general practice,R0002173
Amara,Smith, Dr,3372633050,124 Station Road,York,TS21 4XX,28330323117,family medicine,R0002439
James,Sharma,,5231489069,291 Park Avenue,Middlesbrough,TS12 7XX,92228131905,pediatrics,R0002302
James,Nguyen, MD,,257 Park Ave,Durham,TS17 5XX,(0262) 9033192,general practice,R0004645
Wei,Wilson,,4061229221,215 Victoria Road,Newcastle,TS28 8XX,5145 740 3596,cardiovascular medicine,R0004581
Lucy,Evans,,5687538588,83 Station Road,Durham,TS19 2XX,59561303314,paediatrics,R0005049
Priya,Taylor, Jr,,240 station road,Middlesbrough,TS12 6XX,(6734) 9644283,paediatrics,R0007348
Amara,Ali,,3781171805,13 Park Avenue,Newcastle,TS20 7XX,37517951913,cardiovascular medicine,R0005260
John,Ahmed,,8431221457,259 High Street,Newcastle,TS18 2XX,55156099991,cardiology,R0006462
Sarah,Williams,,9299612905,152 Church Lane,Newcastle,TS26 3XX,56951951127,gp,R0001027
Aisha,Taylor,,0377184735,98 Park Avenue,Durham,TS20 8XX,75302283094,gp,R0006143
Sarah,Sharma, Dr,9622827423,294 Church Ln,Newcastle,TS12 1XX,(4232) 5373653,gp,R0002484
Fatima,Ali, Jr,9967027996,20 High Street,Newcastle,TS10 1XX,(7136) 9911830,cardiology,R0001657
Aisha,Khan,,9296507058,22 Park Avenue,Middlesbrough,TS5 3XX,73677987257,orthopaedics,R0006399
Grace,Patel,,6315694748,17 Station Rd,Durham,TS7 1XX,14170934778,gp,R0004280
Elena,Wilson,,2351511220,69 Victoria Road,Leeds,TS24 8XX,88137505883,cardiology,R0000349
Elena,Ali,,9661415829,165 High Street,Middlesbrough,TS29 1XX,77303068987,paediatrics,R0000452
Graec,Thomas,,4860290139,136 Park Ave,Middlesbrough,TS12 8XX,2547 781 4646,family medicine,R0000662
Chen,Nguyen,,0815969333,231 Station Road,Durham,TS14 6XX,43158824760,family medicine,R0000172
Aisha,Smith,,8672925087,110 High Street,Durham,TS6 4XX,59304970077,cardiovascular medicine,R0001405
John,Thoams, Dr,2901903120,86 station rd,Leeds,TS5 6XX,04363481457,general practice,R0002126
Wei,Khan,,9605458433,44 Park Avenue,Middlesbrough,TS19 7XX,94488439494,family medicine,R0004541
Sarah,Thomas, MD,7667156626,113 Church Ln,Newcastle,TS12 6XX,(7450) 1953990,pediatrics,R0006719
Omar,Evans,,1672494756,217 Park Avenue,Durham,TS23 8XX,29653463284,orthopaedics,R0000422
Wei,Williams,,6890698009,205 Station Road,Middlesbrough,TS5 1XX,42033718139,pediatrics,R0006688
David,Taylor,,0548315651,171 Park Avenue,York,TS28 2XX,20953110643,cardiovascular medicine,R0006300
Elena,Brown,,7547207430,221 Victoria Road,Durham,TS8 5XX,43309983928,general practice,R0001220
David,Nugyen, MD,6987526750,129 Victoria Road,Newcastle,TS11 4XX,1923 426 9851,orthopedics,R0000881
Graec,Williams,,5431096822,188 Church Ln,Durham,TS21 5XX,4521 237 8839,gp,R0003806
John,Khan,,9192425015,156 Park Avenue,Newcastle,TS25 8XX,77399510465,cardiovascular medicine,R0001253
Mohammed,Ahmed,,4006580336,113 Church Lane,York,TS27 1XX,82052774713,general practice,R0003187
Wei,Khan,,,63 High Street,Leeds,TS7 5XX,51181888782,pediatrics,R0006996
Grace,Patel,,6315694948,17 Station Road,Durham,TS7 1XX,14170934778,gp,R0004279
Chen,Wilson,,0037182424,204 Church Lane,Middlesbrough,TS17 7XX,93889385026,pediatrics,R0000102
Elena,Smith,,7620850884,219 Station Road,Leeds,TS20 2XX,50539654274,pediatrics,R0004594
Sarah,Ahmed,,9215402668,106 Park Avenue,Leeds,TS28 4XX,41492972983,cardiovascular medicine,R0007042
John,Williams, MD,7576608135,66 Victoria Road,Durham,TS6 3XX,1577 779 9230,paediatrics,R0001580
Wei,Nguyen,,5884373446,115 High Street,Leeds,TS20 4XX,66340742504,cardiovascular medicine,R0003685
Wei,Davies, MD,9643314543,293 Victoria Rd,Leeds,TS24 7XX,72970164565,family medicine,R0007234
Sarah,Thomas,,2403947163,105 station rd,Leeds,TS29 2XX,96983812210,pediatrics,R0000135
A.,Roberts,,,57 Church Ln,Newcastle,TS11 5XX,4269 198 6773,general practice,R0005606
Davdi,Evans,,6276487122,235 Station Rd,Durham,TS1 3XX,4114 639 4953,cardiovascular medicine,R0004230
Mohammed,Evans,,9123861369,233 Church Lane,Middlesbrough,TS4 1XX,1423 747 5294,gp,R0001310
Chen,Wilson,,4821772238,213 Church Lane,Durham,TS25 1XX,47055501241,paediatrics,R0006752
Moahmmed,Williams, Dr,7298652646,234 high street,Leeds,TS4 4XX,71882177615,pediatrics,R0004108
Grace,Ahmed,,9819688771,29 High Street,Durham,TS29 6XX,64485999208,orthopedics,R0006201
Aihsa,Williams,,3032670164,253 victoria road,Durham,TS22 8XX,(4610) 2226371,cardiology,R0003852
Fatima,Taylor,,7643024493,257 Church Lane,Middlesbrough,TS3 4XX,(3680) 1503706,cardiovascular medicine,R0004290
P.,Patel, Jr,5009541752,288 Park Ave,Leeds,TS16 1XX,(7758) 8836051,paediatrics,R0001935
A.,Patel, Dr,4242624967,279 Park Avenue,Newcastle,TS26 7XX,(3685) 1526875,family medicine,R0002149
C.,Davies, Jr,,31 High St,York,TS3 7XX,79170049138,cardiovascular medicine,R0005527
A.,Davies, MD,4907806063,17 Victoria Road,Leeds,TS11 1XX,70639161088,paediatrics,R0003405
Mohammed,Smith,,1961239871,91 Church Lane,York,TS19 7XX,35223746639,cardiology,R0000807
Rajesh,Davise,,2988660114,225 Church Ln,Middlesbrough,TS22 5XX,59507805412,ortho surgery,R0002045
Chen,Roberts,,7536188276,197 Victoria Road,Newcastle,TS22 8XX,34182512625,orthopaedics,R0002495
Grace,Jones,,3557368283,206 Station Road,Durham,TS19 5XX,20988584012,family medicine,R0000462
Amara,Roberts,,3360702410,141 Church Lane,Durham,TS8 3XX,69558094369,ortho surgery,R0001956
Mohammed,Patel,,9695463788,261 Station Rd,York,TS22 1XX,(6463) 1119315,ortho surgery,R0007168
John,Khan,,9283095201,217 High St,Newcastle,TS6 2XX,(8826) 5537879,orthopedics,R0000799
Aisha,Sharma, Dr,0103176217,45 High St,Newcastle,TS9 1XX,(7580) 4530145,orthopaedics,R0005717
Priya,Ahmed,,0991175894,45 Station Road,Durham,TS19 4XX,22544087986,pediatrics,R0001073
Mohammed,Sharma,,2626579091,217 Church Lane,Leeds,TS19 6XX,8493 235 6823,cardiology,R0000144
Aisha,Nguyen,,6399035575,224 High Street,Middlesbrough,TS23 6XX,64236513858,orthopaedics,R0001340
S.,Davies,,6627805636,53 Victoria Rd,Newcastle,TS23 6XX,40474950840,orthopedics,R0004412
Mohammed,Evans,,6119466561,250 Victoria Road,Newcastle,TS23 5XX,41347040615,cardiology,R0007031
Sarah,Wilson,,2684245710,258 Park Avenue,Middlesbrough,TS8 8XX,40386728015,paediatrics,R0004649
John,Brown,,3770371546,112 Park Avenue,York,TS12 7XX,34436684739,gp,R0002615
Rajesh,Ahmed,,3922532056,97 Church Lane,Durham,TS20 6XX,38871954208,cardiovascular medicine,R0004190
Aisha,Patel,,1994036334,212 Church Lane,Durham,TS15 5XX,46600805850,cardiology,R0004456
Grace,Smith,,3590832642,103 Station Road,Leeds,TS7 5XX,40298969605,cardiology,R0007207
Wei,Patel, Dr,6274603404,74 Church Ln,York,TS15 7XX,70698378386,cardiovascular medicine,R0001003
Amara,Thmoas,,5948589801,89 Victoria Rd,Durham,TS18 6XX,05065669584,ortho surgery,R0004472
James,Thomas,,6534076575,192 Church Lane,Newcastle,TS28 7XX,53148815668,cardiology,R0002589
Grace,Evans,,2895350500,119 Church Lane,York,TS29 5XX,98394512525,cardiology,R0000555
Fatima,Williams, Dr,,40 Park Avenue,Durham,TS6 7XX,20900693772,pediatrics,R0006322
Chen,Wilson,,6782013251,274 Church Lane,Durham,TS3 3XX,50673058288,pediatrics,R0001485
Sarah,Jones,,9947983505,295 High Street,Middlesbrough,TS12 1XX,26926461755,pediatrics,R0005347
Elena,Wilson,,6669632845,226 Victoria Road,Leeds,TS7 1XX,06522607944,cardiovascular medicine,R0001272
Sarah,Williams,,8471984298,42 Church Lane,Leeds,TS19 3XX,68405829367,orthopedics,R0001411
John,Patel,,4693456217,25 Church Lane,York,TS20 4XX,13569227616,cardiovascular medicine,R0006857
Aisha,Patel, Dr,7558001490,64 Church Ln,York,TS6 3XX,2159 466 8898,cardiovascular medicine,R0001471
Mohammed,Ali,,6649665294,113 High Street,Middlesbrough,TS19 7XX,45918531855,cardiovascular medicine,R0005865
Sarah,Wilson,,0169899564,184 Victoria Road,Middlesbrough,TS11 8XX,80285737655,general practice,R0005676
David,Wilson,,6828990362,54 High Street,Leeds,TS2 6XX,26072210990,pediatrics,R0004441
Aisha,Wilson,,3099276952,222 Station Rd,Durham,TS6 6XX,81524131363,general practice,R0004323
Mohammed,Taylor,,2954210369,180 Park Avenue,Middlesbrough,TS3 5XX,50516902775,ortho surgery,R0004923
Chen,Wilson,,0757409896,297 Victoria Road,Middlesbrough,TS12 3XX,40821116900,cardiovascular medicine,R0003250
Elena,Smith, Jr,,123 Station Rd,Leeds,TS14 2XX,(5164) 9864761,orthopaedics,R0000981
Lucy,Thomas,,4370667939,117 Park Avenue,Leeds,TS18 2XX,13187820649,orthopedics,R0006370
Amara,Roberts,,0910123856,31 Victoria Road,Middlesbrough,TS7 8XX,70230563249,gp,R0002458
Omar,Nguyen,,7038463403,79 Victoria Road,Newcastle,TS24 6XX,02618605382,gp,R0006621
John,Williams,,9203832811,167 Victoria Road,Leeds,TS1 4XX,77026663808,ortho surgery,R0001268
Rajesh,Ahmed,,4787843059,17 Victoria Road,Middlesbrough,TS6 8XX,35544859014,ortho surgery,R0006574
Rajesh,Smith, Dr,,153 High Street,Newcastle,TS9 7XX,4326 143 1356,orthopaedics,R0000268
Lucy,Khan,,5147893973,218 Station Road,Middlesbrough,TS27 2XX,24186110946,cardiology,R0000654
Aisha,Roberts,,0186126770,120 Station Road,York,TS17 8XX,72105156753,paediatrics,R0004575
Omar,Patel,,6692707144,166 Victoria Road,Durham,TS15 3XX,93841808799,cardiovascular medicine,R0006639
Rajesh,Dvaies, Dr,2808680828,89 station road,Durham,TS29 7XX,02193552340,paediatrics,R0004038
James,Smith,,2299099981,70 Park Avenue,Durham,TS17 1XX,25190554811,orthopedics,R0006458
Grace,Taylor,,1741695135,85 Victoria Road,Newcastle,TS28 7XX,56776180449,cardiology,R0000589
Rajesh,Jones,,9091147674,122 Victoria Road,Durham,TS2 5XX,97876303273,cardiology,R0003297
Priya,Ahmed, Dr,,11 Station Road,Newcastle,TS29 4XX,82714106299,orthopedics,R0006383
Lucy,Nguyen,,3423830971,234 Church Ln,Durham,TS3 2XX,(6730) 7752860,pediatrics,R0006272
Grace,Thomas,,5558849231,184 Park Ave,York,TS18 7XX,2260 628 2468,orthopedics,R0006126
Grace,Wilson, Dr,2019685159,119 Park Avenue,Leeds,TS19 6XX,24958615569,pediatrics,R0005327
Lucy,Jones,,9104455233,82 Victoria Road,Newcastle,TS16 3XX,54033578991,orthopaedics,R0006591
Rajesh,Evans,,8157309877,132 Station Road,Durham,TS29 3XX,48260900472,cardiovascular medicine,R0003667
Fatima,Nguyen, MD,3565541664,65 High Street,Middlesbrough,TS24 1XX,90022311790,orthopedics,R0003783
J.,Ahmed, Dr,,259 High Street,Newcastle,TS18 2XX,55156099991,cardiovascular medicine,R0006463
Dvaid,Ali, Dr,,137 Station Road,Durham,TS3 8XX,15007730097,general practice,R0003443
David,Ali,,3271035405,273 park ave,Leeds,TS17 3XX,07491078993,ortho surgery,R0003053
S.,Thomas,,8470123257,134 Church Lane,York,TS2 3XX,88108158753,gp,R0000677
Omar,Thomas,,5867936697,38 Station Road,Newcastle,TS24 2XX,72243818024,family medicine,R0004195
Elena,Kahn, Dr,7059317694,61 Station Road,Leeds,TS5 5XX,9677 270 4616,pediatrics,R0006128
Priya,Roberts,,6937064774,289 Station Road,Durham,TS27 3XX,84866688376,family medicine,R0002942
Fatima,Ahmed,,5949276211,217 Park Avenue,Middlesbrough,TS19 6XX,71124040135,cardiology,R0004989
David,Taylor,,7916050852,202 Station Road,Durham,TS8 4XX,03708271189,cardiology,R0004374
J.,Ali, Jr,5451845928,96 Church Lane,Middlesbrough,TS13 4XX,5528 369 1418,ortho surgery,R0006510
Daivd,Evans, Jr,3138576661,222 high street,Middlesbrough,TS5 6XX,4384 761 3273,pediatrics,R0005014
Mohammed,Brown,,2538219708,29 High Street,Durham,TS1 3XX,80432133171,pediatrics,R0003382
Grace,Wilson,,7115937900,157 Park Avenue,Newcastle,TS20 8XX,05760193111,orthopaedics,R0003608
Aisha,Roberts,,0013096187,232 station rd,Leeds,TS21 5XX,9996 747 6529,orthopaedics,R0004607
James,Jones,,3287353527,35 Station Road,Newcastle,TS28 2XX,58835122236,cardiovascular medicine,R0002827
Grace,Khan,,5186177002,242 High Street,York,TS26 1XX,64846913216,pediatrics,R0001611
Fatima,Nguyen,,7236397386,203 Station Road,York,TS19 2XX,63957516619,pediatrics,R0003903
John,Davies,,0080371515,95 Park Avenue,Leeds,TS9 5XX,75741970240,paediatrics,R0002251
Aisha,Davies,,8462791526,121 Church Lane,York,TS12 5XX,22046628488,general practice,R0003571
G.,Wilson,,2631646510,66 High St,Leeds,TS7 8XX,7843 483 6196,cardiovascular medicine,R0002245
Fatima,Ahmed, Jr,5851380321,258 Church Lane,Newcastle,TS5 8XX,8809 453 5573,gp,R0002318
Lucy,Nguyen,,9696528217,154 Victoria Road,Newcastle,TS22 8XX,31217449918,family medicine,R0003366
Fatima,Smith,,9190545480,121 Victoria Road,Durham,TS23 2XX,03378470706,family medicine,R0000605
Mohammed,Ahmed,,5399251088,286 High Street,York,TS6 5XX,35704339967,pediatrics,R0003866
Omar,Patel,,0347536676,264 High Street,Newcastle,TS10 7XX,66374201643,paediatrics,R0007106
Wei,Patel,,1920363306,238 Station Road,Middlesbrough,TS21 8XX,69453586053,family medicine,R0001468
Grace,Wilson,,6534774774,101 Victoria Road,Middlesbrough,TS22 5XX,91001578724,cardiology,R0005520
A.,Roberts, Jr,5093642354,213 High St,Leeds,TS13 6XX,41583642891,family medicine,R0003352
David,Jones,,8480458768,85 Station Road,Newcastle,TS27 8XX,50848003801,family medicine,R0003289
John,Thomas, Jr,,282 Church Ln,Newcastle,TS21 4XX,(3648) 1709409,cardiology,R0005153
Amara,Taylor,,2848455668,12 Station Road,Durham,TS24 7XX,44750775554,paediatrics,R0005027
Amara,Wilson,,8047746729,278 Park Avenue,Leeds,TS5 4XX,44535486602,cardiovascular medicine,R0007310
Lucy,Jones,,4204577884,47 Station Road,Durham,TS14 3XX,(0449) 8217407,gp,R0002155
Chen,Ahmed,,3495169055,266 Park Avenue,York,TS7 5XX,15297704641,paediatrics,R0004856
Elena,Wilson,,4913785769,265 Victoria Road,Leeds,TS11 8XX,26976122098,cardiovascular medicine,R0007188
Rajesh,Jones,,2269916706,144 Church Lane,Middlesbrough,TS23 8XX,52459767631,ortho surgery,R0002077
S.,Patel,,,248 High St,Durham,TS8 1XX,60160703215,cardiovascular medicine,R0003578
Amara,Khan,,2716571308,28 Victoria Road,York,TS16 2XX,87151563471,pediatrics,R0002465
Aisha,Williams, Dr,4061298167,56 Victoria Road,Leeds,TS10 2XX,56101252861,gp,R0003154
Rajesh,Sharma,,2112459927,230 Victoria Rd,Durham,TS29 6XX,4026 876 8330,gp,R0003605
Grace,Ahmed, Dr,,94 park avenue,Middlesbrough,TS17 8XX,6514 838 7210,gp,R0000584
Mohammed,Ali,,6629396473,122 Victoria Road,Newcastle,TS3 1XX,04662806408,paediatrics,R0005454
Wei,Sharma, Dr,,154 station rd,Newcastle,TS4 8XX,43060705494,orthopaedics,R0004461
Amara,Roberts,,2638247610,77 Victoria Road,Durham,TS5 6XX,24663858532,pediatrics,R0003282
John,Nguyen,,9305865497,155 Victoria Road,Middlesbrough,TS9 1XX,50898058407,family medicine,R0005543
Aisha,Evans,,4740888699,104 Park Avenue,Durham,TS20 3XX,26776730914,ortho surgery,R0005807
Fatima,Jones,,1611551452,25 Station Road,Newcastle,TS6 8XX,70833535451,gp,R0007272
Mohammed,Taylor,,7128236205,99 High St,Leeds,TS20 6XX,98040807019,pediatrics,R0002954
Aisha,Wilson,,8465218575,41 High Street,York,TS1 2XX,53746609406,paediatrics,R0005893
Grace,Smith,,1990135194,69 Church Lane,Middlesbrough,TS9 6XX,62414292460,cardiology,R0002181
James,Jones,,2980334125,39 Church Lane,Newcastle,TS27 4XX,88346978712,cardiovascular medicine,R0002582
Elena,Brown,,4417905297,109 Park Avenue,Middlesbrough,TS24 8XX,95610132418,cardiovascular medicine,R0007376
John,Wilson, Dr,,117 Victoria Road,York,TS2 8XX,46877038926,family medicine,R0005274
C.,Jones,,,148 station road,Durham,TS16 8XX,(6899) 7513475,cardiology,R0000344
Sarah,Thomas,,6122630363,8 Victoria Road,Durham,TS8 6XX,89026045016,pediatrics,R0005466
Aisha,Thomas, Jr,,55 High St,Newcastle,TS16 1XX,2529 885 9357,paediatrics,R0002280
Priya,Patel,,9176308615,193 Station Road,Durham,TS2 2XX,49219510130,cardiology,R0007171
Mohammed,Jones, Jr,0153397196,78 church lane,Leeds,TS24 4XX,74670172730,pediatrics,R0005206
Omar,Thomas,,4647054495,32 Station Road,Durham,TS27 7XX,79821469084,orthopaedics,R0005806
Amara,Ali,,,47 Victoria Rd,York,TS11 7XX,4247 214 8882,paediatrics,R0007054
David,Rboerts, MD,3625019754,250 Church Lane,Durham,TS10 3XX,75448508202,paediatrics,R0003931
S.,Davies,,,171 Victoria Road,York,TS27 1XX,3135 205 0200,general practice,R0000090
James,Sharma,,4631700545,38 Victoria Rd,Middlesbrough,TS20 1XX,(7370) 6232370,orthopaedics,R0003315
Sarah,Taylor,,6931138629,290 Park Avenue,Durham,TS1 8XX,00639855110,orthopedics,R0003799
A.,Wilson,,0729910239,202 High Street,Leeds,TS6 7XX,65832787029,general practice,R0004638
John,Jones,,7381545093,289 Station Road,Leeds,TS10 6XX,39258774928,pediatrics,R0006686
Lucy,Daives, MD,,160 High Street,Newcastle,TS29 7XX,6481 745 4096,gp,R0002117
Rajesh,Jones,,1325417040,213 Victoria Road,Leeds,TS3 2XX,57131235167,paediatrics,R0003827
Chen,Ahmed,,5858849145,298 Victoria Road,Durham,TS3 6XX,27813113152,orthopedics,R0005692
Elena,Nguyen,,1582471270,157 Station Road,York,TS25 2XX,57344864038,orthopaedics,R0004291
Priya,Patel, MD,3949199006,40 Station Road,Leeds,TS12 1XX,49799032606,gp,R0004209
Lucy,Nguyen,,6654454873,81 Church Lane,Leeds,TS6 3XX,08132237812,pediatrics,R0000947
David,Taylor, MD,9879357803,69 High Street,Middlesbrough,TS12 4XX,9357 165 7945,cardiovascular medicine,R0006260
Sarah,Khan,,8576521444,15 Victoria Road,Middlesbrough,TS19 2XX,56043444628,paediatrics,R0002789
Jmaes,Smith,,0824097582,286 Church Ln,Newcastle,TS15 3XX,(6909) 4095210,orthopaedics,R0003688
G.,Ali,,4975186719,148 Station Rd,York,TS16 1XX,62557818693,cardiovascular medicine,R0004336
P.,Ali, Dr,,105 Victoria Road,Durham,TS24 6XX,(1673) 6666663,pediatrics,R0004342
Grace,Evans,,1866777269,95 Park Avenue,York,TS19 8XX,67833336496,gp,R0002516
Amaar,Patel,,3486396948,220 Victoria Rd,Durham,TS27 5XX,03027166564,cardiovascular medicine,R0004370
David,Evans,,2539208512,79 High St,York,TS5 2XX,(1346) 7875732,paediatrics,R0006881
Omar,Roberts,,7461888460,46 Church Lane,York,TS24 8XX,71185850984,orthopedics,R0005528
S.,Thomas, Jr,0575121969,45 high st,Leeds,TS11 7XX,(0849) 3884836,general practice,R0005001
Lucy,Khan,,1388922280,288 Church Lane,Middlesbrough,TS24 3XX,64276867717,pediatrics,R0006714
Chen,Ahmed,,0377769949,32 Park Avenue,Middlesbrough,TS22 2XX,82487194500,family medicine,R0004988
Mohammed,Khan,,3984315710,268 Park Avenue,Durham,TS13 6XX,56187814254,cardiology,R0005360
James,Sharma,,9234041774,168 Station Road,Durham,TS22 3XX,85969217578,family medicine,R0005251
Chen,Smith,,4602670694,105 church lane,Durham,TS26 3XX,(6794) 5333072,paediatrics,R0005682
David,Smith,,7792467226,217 Station Road,Newcastle,TS9 1XX,67928952568,cardiology,R0005189
James,Brown,,9987656255,185 High Street,Leeds,TS10 6XX,32756335398,gp,R0003862
Rajesh,Davies,,8419336135,245 Park Avenue,Middlesbrough,TS25 3XX,99781414550,orthopedics,R0003165
Rajesh,Wilosn, MD,,190 Church Lane,Durham,TS14 5XX,22881237070,cardiovascular medicine,R0002540
Grace,Brown,,1558414752,37 Victoria Road,Newcastle,TS16 7XX,17182570122,cardiovascular medicine,R0007069
W.,Sharma,,2980999972,257 Station Rd,Leeds,TS9 8XX,(8352) 1240777,general practice,R0005502
M.,Ahmed,,3843257610,241 High Street,Newcastle,TS4 2XX,(4111) 0522990,orthopaedics,R0003411
Amara,Brown,,7491455494,131 High Street,Leeds,TS2 3XX,40429141444,pediatrics,R0004502
Rajesh,Ahmed,,2275594895,1 Station Road,York,TS2 6XX,29641067203,ortho surgery,R0001186
Priya,Williams,,1465753960,208 High Street,Durham,TS1 2XX,08129128127,general practice,R0003360
A.,Nguyen,,9922454347,276 Park Avenue,Newcastle,TS24 2XX,(2484) 1958380,ortho surgery,R0005492
Omar,Wilson,,5539195251,254 Park Avenue,Newcastle,TS1 4XX,66875942976,pediatrics,R0005702
Fatima,Thmoas, MD,,249 high street,Leeds,TS3 2XX,(6523) 9487329,gp,R0007339
Amara,Khan, Dr,4011859426,291 High St,Durham,TS25 1XX,6964 465 5167,cardiology,R0000151
Rajesh,Davies, Dr,,76 station rd,Middlesbrough,TS8 5XX,27042404782,paediatrics,R0000915
Priya,Jones,,2243585356,7 Victoria Road,Newcastle,TS9 8XX,81514025303,paediatrics,R0001305
Rajseh,Khan, MD,6024045937,67 station road,Newcastle,TS28 7XX,29324133947,paediatrics,R0004228
Rajesh,Khan, Jr,7745379619,159 Church Ln,Newcastle,TS22 5XX,36236958420,ortho surgery,R0005372
John,Thomas,,1680157959,258 Church Lane,Newcastle,TS4 6XX,25840504146,orthopaedics,R0006050
Grace,Williams,,0996194665,224 Station Road,Newcastle,TS16 8XX,16118100310,family medicine,R0004940
S.,Wilson,,,204 Station Rd,Leeds,TS19 2XX,15117551133,orthopedics,R0001398
Aisha,Roberts,,7800308058,20 Park Avenue,Leeds,TS14 5XX,74278405894,cardiology,R0000183
Rajesh,Brown,,3197664691,161 Station Road,Middlesbrough,TS19 3XX,40894508333,family medicine,R0005942
Aisha,Ali,,9092263941,13 Station Road,Durham,TS17 3XX,26205837496,paediatrics,R0002829
Sarah,Jones,,8543219783,188 High Street,Middlesbrough,TS29 8XX,91425035280,cardiovascular medicine,R0003954
Daivd,Davies, Jr,6982665713,137 Church Ln,Newcastle,TS13 2XX,6850 046 3380,cardiovascular medicine,R0000471
Grace,Patel,,5363572179,216 Church Lane,Newcastle,TS6 7XX,92168068050,general practice,R0000967
David,Wislon, MD,5172386393,118 Church Lane,Leeds,TS6 4XX,58386075343,cardiology,R0000209
G.,Roberts,,2041454551,35 Park Ave,Durham,TS5 4XX,2375 950 7039,general practice,R0001961
Sarah,Patel,,8721868131,50 Church Lane,Middlesbrough,TS1 5XX,96789126877,general practice,R0000896
Chen,Smith,,4602670694,105 Church Lane,Durham,TS26 3XX,67945333072,paediatrics,R0005680
Elena,Davies,,4219881965,230 Station Road,Leeds,TS10 2XX,79981785538,paediatrics,R0002264
Mohammed,Sahrma, MD,,10 Victoria Road,York,TS12 6XX,4723 274 7078,ortho surgery,R0004577
Amara,Jones,,6221828993,50 Park Avenue,Newcastle,TS3 1XX,29078955767,pediatrics,R0001773
John,Nguyen, Dr,1312950879,67 Church Ln,York,TS1 1XX,31036827094,general practice,R0007264
Lucy,Smith,,8892501522,253 Station Road,York,TS5 7XX,67963954409,gp,R0001209
Wei,Khan, MD,3669338157,108 Church Lane,Newcastle,TS10 1XX,15553494781,cardiovascular medicine,R0005187
Aisha,Sharma,,9507402554,239 Church Lane,Durham,TS22 5XX,68135295010,cardiology,R0007067
Daivd,Khan,,2972031747,87 Victoria Road,York,TS23 5XX,(6994) 5809605,cardiology,R0006308
Fatima,Ahmed,,0626009112,148 Church Lane,Leeds,TS6 5XX,16040250532,family medicine,R0006122
Wei,Sharma,,7039376775,144 Victoria Road,Leeds,TS9 5XX,76957108427,family medicine,R0003277
O.,Williams,,4576447083,169 Church Ln,Middlesbrough,TS11 4XX,78991477089,cardiovascular medicine,R0005403
John,Jones,,2762480580,261 Church Lane,York,TS10 5XX,72450264982,cardiovascular medicine,R0002802
David,Sharma,,3861038810,257 Station Road,Newcastle,TS13 1XX,56068008401,family medicine,R0004513
Wei,Thomas,,1504885233,49 Station Road,Durham,TS6 8XX,16666416228,pediatrics,R0004915
