cluster,first_name,last_name,name_suffix,npi,address,city,postcode,phone,specialty,record_id,members
1789,David,Sharma,,5391384763,154 Park Avenue,Leeds,TS22 2XX,61860119522,general practice,R0001322,3
1790,S.,Khan,,3917011400,48 Station Rd,Durham,TS11 1XX,0094 118 8757,ortho surgery,R0005550,3
1793,David,Roberts,,1945841290,204 Victoria Road,Durham,TS15 3XX,80723051134,cardiovascular medicine,R0002522,2
1796,Mohammed,Ali,,4101237483,198 Church Lane,Newcastle,TS21 8XX,80008787704,cardiovascular medicine,R0006664,1
1800,Omar,Smiht,,8086841118,253 church ln,Leeds,TS4 1XX,27869336197,ortho surgery,R0001033,2
1801,Lucy,Smith,,8554404342,145 Church Lane,Newcastle,TS3 4XX,20745619882,cardiology,R0005838,2
1802,Rajesh,Evans,,9785907297,177 High Street,Leeds,TS2 6XX,26052340373,cardiology,R0005076,1
1810,Sarah,Sharma,,2999151712,48 Station Road,York,TS11 5XX,15001273567,cardiovascular medicine,R0002759,1
1817,Omra,Smith, MD,5997480717,85 Station Road,Durham,TS18 8XX,7913 400 0747,general practice,R0001451,2
1818,David,Patel,,9936446481,160 Park Avenue,Newcastle,TS25 1XX,16989157672,orthopaedics,R0000652,1
1822,Sarah,Williams,,1495740022,70 Victoria Road,Newcastle,TS25 6XX,56467760737,orthopaedics,R0000044,1
1824,Aisha,Davies,,3254136122,232 Church Lane,Newcastle,TS10 2XX,06706989974,ortho surgery,R0004668,1
1826,Omra,Sharma,,3593573334,277 high street,Middlesbrough,TS21 8XX,(8988) 0846802,paediatrics,R0004205,2
1831,David,Patel,,4372776312,215 Station Road,York,TS28 7XX,83089641794,cardiovascular medicine,R0005396,1
1832,Elena,Roberts,,4409574220,75 Victoria Road,York,TS11 6XX,14497725906,orthopaedics,R0002653,2
1836,Elena,Roberts,,6038484498,287 Victoria Road,York,TS19 2XX,82033317127,paediatrics,R0007218,2
1849,Elena,Ahmed,,0353335617,244 Park Avenue,York,TS4 7XX,34159835221,family medicine,R0006343,1
1850,Wei,Thomas,,4576008820,170 Park Avenue,Newcastle,TS4 1XX,36444920542,gp,R0003773,1
1852,R.,Smith,,,204 Park Ave,Newcastle,TS14 5XX,3291 759 4586,paediatrics,R0005356,1
1853,Aisha,Evans,,9668022623,287 Church Lane,Durham,TS16 1XX,64162492849,cardiovascular medicine,R0001203,1
1855,Rajesh,Smith,,4818456761,163 Station Road,Newcastle,TS2 6XX,51190006917,cardiovascular medicine,R0000969,1
1860,Aisha,Evans,,6845558249,272 Station Road,Durham,TS20 7XX,05342379878,cardiovascular medicine,R0006273,1
1862,Elena,Davies,,3421766515,79 Park Avenue,York,TS21 3XX,53912605053,cardiology,R0001964,1
1863,Elena,Evans,,8344707240,49 Church Ln,York,TS27 7XX,(2923) 8374869,pediatrics,R0005313,1
1864,Mohammed,Khan,,5462542881,46 Station Road,Leeds,TS9 1XX,36360857465,pediatrics,R0004458,1
1866,David,Wilson,,7208658407,276 Victoria Road,Leeds,TS6 7XX,00827598471,cardiovascular medicine,R0004990,1
1867,G.,Brown, Dr,2674776324,270 Victoria Road,Middlesbrough,TS10 8XX,(8111) 3006144,cardiology,R0006792,2
1870,Rajesh,Brown,,2233224801,140 Church Lane,Durham,TS7 3XX,18337133719,orthopaedics,R0006679,1
1871,Wei,Wilson,,1446252480,165 Church Lane,Newcastle,TS10 4XX,11452505875,cardiovascular medicine,R0005071,1
1874,Mohammed,Nguyen,,8976598400,228 Station Road,Middlesbrough,TS7 1XX,90631797956,orthopedics,R0000251,2
1878,Chen,Roberts,,5176822330,87 High Street,York,TS29 2XX,28008230499,paediatrics,R0001789,2
1879,Aisha,Khan,,9120461014,18 Church Lane,Durham,TS28 3XX,51321102030,pediatrics,R0004304,1
1886,John,Nguyen,,7156702217,171 Church Lane,Leeds,TS16 1XX,25243989325,gp,R0004510,2
1888,Aisha,Sharma,,8980702690,148 Victoria Road,York,TS22 7XX,51701998929,cardiology,R0007333,1
1891,Elena,Ali,,8505631583,219 Church Lane,Middlesbrough,TS21 7XX,74049028510,pediatrics,R0000640,2
1892,David,Sharma,,5037352927,118 Park Avenue,York,TS29 8XX,05199438376,orthopedics,R0002569,2
1893,Mohammed,Sharma,,6911988921,115 Park Avenue,Durham,TS25 8XX,82252787082,orthopaedics,R0004110,1
1894,Mohammed,Davies,,4759699233,190 Park Avenue,York,TS14 1XX,41981464179,ortho surgery,R0004273,3
1896,James,Khan,,1378597172,70 Victoria Road,Newcastle,TS2 2XX,47506692077,orthopaedics,R0002223,1
1900,Wei,Jones,,9281533596,36 High Street,Newcastle,TS3 4XX,65579280937,cardiology,R0003780,2
1905,Chen,Williams,,6980199355,184 Park Avenue,Durham,TS11 8XX,00919230931,cardiology,R0000655,1
1907,M.,Nguyen,,2432196166,45 Victoria Rd,Durham,TS16 8XX,1319 181 7490,family medicine,R0002069,1
1911,David,Taylor,,2853346283,226 Park Avenue,Newcastle,TS9 5XX,57376380838,pediatrics,R0004690,2
1912,Sarah,Khan,,8330494611,42 Park Avenue,Middlesbrough,TS14 3XX,05908570809,family medicine,R0000239,2
1916,Rajesh,Jones,,3394015026,284 Victoria Road,Middlesbrough,TS10 4XX,87961976374,general practice,R0002688,2
1919,Lucy,Brown,,3768444277,288 High Street,Middlesbrough,TS3 3XX,15979177470,orthopaedics,R0002927,1
1922,Wei,Sharma,,0188291032,1 High Street,Newcastle,TS29 3XX,37926059466,cardiovascular medicine,R0001599,1
1930,Elena,Sharma,,3594168556,72 Victoria Road,Middlesbrough,TS29 8XX,94804827356,ortho surgery,R0002132,2
1931,Wei,Patel,,3884339000,74 Victoria Road,Middlesbrough,TS28 2XX,59127890735,cardiovascular medicine,R0001620,1
1932,Aisha,Williams,,3743964501,80 Victoria Road,Leeds,TS24 3XX,32010077323,cardiovascular medicine,R0006878,1
1943,Rajesh,Taylor,,9569262208,46 Church Lane,Newcastle,TS3 4XX,98771360968,ortho surgery,R0006035,1
1944,Fatima,Smith,,5274192568,152 Park Avenue,Durham,TS11 3XX,19828612791,cardiovascular medicine,R0004678,2
1947,Elena,Wilson,,3718429150,182 Victoria Road,Middlesbrough,TS8 6XX,84239919852,cardiology,R0002299,1
1948,John,Davies,,1745673019,130 Station Road,Leeds,TS25 2XX,43655585580,ortho surgery,R0001513,1
1949,Raejsh,Nguyen,,2405352895,92 Park Ave,York,TS9 4XX,47636948411,pediatrics,R0002771,3
1951,Elena,Brown,,7961204234,98 High Street,York,TS17 4XX,94553949790,orthopaedics,R0006105,1
1952,James,Ali,,7902476433,177 Station Road,Durham,TS26 4XX,92807926084,cardiology,R0002864,1
1957,Wei,Roberts,,8548598361,131 High Street,Middlesbrough,TS29 2XX,26116916599,cardiovascular medicine,R0004383,1
1966,James,Sharma,,4533720461,34 High Street,Durham,TS6 8XX,39044233022,family medicine,R0003809,1
1968,Amara,Williams,,5135928480,265 High Street,York,TS23 3XX,11235717932,cardiovascular medicine,R0003614,1
1971,Sarah,Jones,,5431000524,82 Station Road,Newcastle,TS3 1XX,57370848894,orthopedics,R0007326,1
1973,Elena,Roberts, Dr,3943872728,26 High Street,Durham,TS5 6XX,9648 159 3044,orthopedics,R0001554,2
1978,Chen,Williams,,6505623590,268 Victoria Road,Newcastle,TS25 1XX,53976084189,cardiology,R0001339,1
1981,Amara,Smith,,1074943391,90 Park Avenue,Newcastle,TS28 1XX,68689871862,paediatrics,R0003542,2
1985,James,Khan, Dr,5150853658,238 church ln,Durham,TS21 5XX,(4129) 4112734,cardiology,R0003207,1
1986,Amara,Nguyen,,2486170290,109 High Street,Newcastle,TS20 2XX,39631434042,ortho surgery,R0003231,1
1987,E.,Patel, Dr,,32 Station Rd,Newcastle,TS14 6XX,3034 562 6675,cardiovascular medicine,R0000149,1
1988,Wei,Evans,,7564111461,233 High Street,Durham,TS19 8XX,99134798900,orthopaedics,R0003408,1
1989,Mohammed,Wilson,,0941095879,33 Victoria Road,Durham,TS25 7XX,25981127361,cardiology,R0001557,1
1992,Amara,Smith,,4496653423,235 Park Avenue,Middlesbrough,TS16 5XX,10451120645,orthopedics,R0007118,2
1993,Wei,Smith,,3718621541,155 Park Avenue,Newcastle,TS14 4XX,83285998374,gp,R0003149,2
1994,Aisha,Taylor,,8605425168,79 High Street,York,TS19 1XX,32084758963,pediatrics,R0000414,2
1996,Sarah,Thomas,,4725378344,138 Station Road,Middlesbrough,TS22 1XX,01479996404,cardiovascular medicine,R0006483,1
1997,Jonh,Sharma, Dr,8165297000,247 Church Ln,York,TS21 6XX,(0478) 2013430,general practice,R0000809,2
1999,Saarh,Wilson, Dr,5892920822,246 Park Ave,Newcastle,TS1 1XX,59975799713,cardiology,R0005331,1
2000,Chen,Davies,,2586311385,242 High Street,Newcastle,TS12 4XX,83695638029,orthopaedics,R0000958,1
2004,A.,Roberts, MD,9488811459,236 station rd,Newcastle,TS26 8XX,1227 640 5742,cardiovascular medicine,R0000811,3
2006,Omar,Thomas,,2812865592,163 Station Road,York,TS25 5XX,78844004784,cardiovascular medicine,R0001129,1
2007,J.,Khan,,0577258039,212 High Street,Leeds,TS14 6XX,2723 507 6823,paediatrics,R0000835,2
2009,Chen,Khan,,6914903919,53 Park Avenue,Leeds,TS7 3XX,59705354572,orthopaedics,R0003689,1
2010,Rajesh,Jones,,0966871848,46 Victoria Road,Middlesbrough,TS25 1XX,76194395281,cardiovascular medicine,R0005771,1
2011,Aisha,Patel,,6794482745,287 High Street,York,TS7 4XX,34390523608,gp,R0007176,1
2012,Priya,Davies,,2156817662,49 Victoria Road,Middlesbrough,TS20 2XX,64114344044,pediatrics,R0003139,1
2020,Jamse,Sharma, Dr,5231489069,291 Park Avenue,Middlesbrough,TS12 7XX,(9222) 8131905,pediatrics,R0002303,2
2023,L.,Evans,,5687538588,166 Church Lane,Durham,TS24 6XX,(7284) 8182604,paediatrics,R0005050,2
2027,Sarah,Williams,,9299612905,152 Church Lane,Newcastle,TS26 3XX,56951951127,gp,R0001027,1
2031,Aisha,Khan,,9296507058,22 Park Avenue,Middlesbrough,TS5 3XX,(7367) 7987257,ortho surgery,R0006400,2
2033,Elena,Wilson,,2351511220,69 Victoria Road,Leeds,TS24 8XX,88137505883,cardiology,R0000349,1
2034,Elena,Ali,,9661415829,165 High St,Middlesbrough,TS29 1XX,77303068987,pediatrics,R0000453,2
2037,Aisha,Smith,,8672925087,110 High Street,Durham,TS6 4XX,59304970077,cardiovascular medicine,R0001405,2
2040,Sarah,Thomas, MD,7667156626,113 Church Ln,Newcastle,TS12 6XX,(7450) 1953990,pediatrics,R0006719,1
2041,Omar,Evans,,1672494756,217 Park Avenue,Durham,TS23 8XX,29653463284,orthopaedics,R0000422,1
2042,Wei,Williams,,6890698009,205 Station Road,Middlesbrough,TS5 1XX,42033718139,pediatrics,R0006688,1
2043,David,Talyor,,0548315651,171 Park Avenue,York,TS28 2XX,20953110643,cardiology,R0006301,2
2044,Elena,Brown,,7547207430,221 Victoria Road,Durham,TS8 5XX,43309983928,general practice,R0001220,2
2050,Grace,Patel,,6315694948,17 Station Road,Durham,TS7 1XX,14170934778,gp,R0004279,2
2052,Elena,Smith,,7620850884,219 Station Road,Leeds,TS20 2XX,50539654274,pediatrics,R0004594,1
2054,John,Williams,,7576608135,66 Victoria Road,Durham,TS6 3XX,15777799230,pediatrics,R0001578,3
2055,Wei,Ngueyn,,5884373443,115 High Street,Leeds,TS20 4XX,66340742504,cardiology,R0003686,2
2057,Sarah,Thomas,,2403947163,105 station rd,Leeds,TS29 2XX,96983812210,pediatrics,R0000135,1
2061,Chen,Wilson,,4821772238,213 Church Lane,Durham,TS25 1XX,47055501241,paediatrics,R0006752,1
2063,Grace,Ahmed,,9819688771,29 High Street,Durham,TS29 6XX,64485999208,orthopedics,R0006201,1
2066,P.,Patel, Jr,5009541752,288 Park Ave,Leeds,TS16 1XX,(7758) 8836051,paediatrics,R0001935,1
2070,Mohammed,Smith,,1961239871,91 Church Lane,York,TS19 7XX,35223746639,cardiology,R0000807,1
2072,Chen,Roberts,,7536188276,197 Victoria Road,Newcastle,TS22 8XX,34182512625,orthopaedics,R0002495,1
2073,Grace,Jones,,3557368283,206 Station Road,Durham,TS19 5XX,20988584012,family medicine,R0000462,1
2074,Amara,Roberts,,3360702410,141 Church Lane,Durham,TS8 3XX,69558094369,ortho surgery,R0001956,1
2078,P.,Ahmed,,0991175894,45 Station Rd,Durham,TS19 4XX,2254 408 7986,paediatrics,R0001074,2
2081,Sarah,Davies,,6627805636,53 Victoria Road,Newcastle,TS23 6XX,40474950840,ortho surgery,R0004411,2
2083,Sarah,Wilson,,2684245710,258 Park Avenue,Middlesbrough,TS8 8XX,40386728015,paediatrics,R0004649,2
2086,Aisha,Patel,,1994036334,212 Church Lane,Durham,TS15 5XX,46600805850,cardiology,R0004456,1
2087,Grace,Smith,,3590832642,103 Station Road,Leeds,TS7 5XX,40298969605,cardiology,R0007207,1
2088,Wei,Patel,,6274603404,74 Church Lane,York,TS15 7XX,70698378386,cardiovascular medicine,R0001002,4
2089,Amara,Thomas,,5948589801,89 Victoria Road,Durham,TS18 6XX,05065669584,ortho surgery,R0004471,2
2090,James,Thomas,,6534076575,192 Church Lane,Newcastle,TS28 7XX,53148815668,cardiology,R0002589,1
2094,Sarah,Jones,,9947983505,295 High Street,Middlesbrough,TS12 1XX,26926461755,pediatrics,R0005347,1
2096,Sraah,Williams, MD,8471984298,42 Church Ln,Leeds,TS19 3XX,68405829367,ortho surgery,R0001412,2
2097,John,Patel,,4693456217,25 Church Lane,York,TS20 4XX,13569227616,cardiovascular medicine,R0006857,1
2099,Mohammed,Ali,,6649665294,113 High Street,Middlesbrough,TS19 7XX,45918531855,cardiovascular medicine,R0005865,1
2100,Sarah,Wilson,,0169899564,184 Victoria Road,Middlesbrough,TS11 8XX,80285737655,general practice,R0005676,1
2101,Daivd,Wilson,,6828990362,54 high st,Leeds,TS2 6XX,(2607) 2210990,pediatrics,R0004442,2
2104,Chen,Wilson,,0757409896,297 Victoria Road,Middlesbrough,TS12 3XX,40821116900,cardiovascular medicine,R0003250,1
2105,Elena,Smith, Jr,,123 Station Rd,Leeds,TS14 2XX,(5164) 9864761,orthopaedics,R0000981,1
2107,Amara,Roberts,,0910123856,31 Victoria Road,Middlesbrough,TS7 8XX,70230563249,gp,R0002458,1
2108,Omar,Nguyen,,7038463403,79 Victoria Road,Newcastle,TS24 6XX,02618605382,gp,R0006621,1
2112,Lucy,Khan,,5147893973,218 Station Road,Middlesbrough,TS27 2XX,24186110946,cardiology,R0000654,1
2116,James,Smith,,2299099981,70 Park Avenue,Durham,TS17 1XX,25190554811,orthopedics,R0006458,1
2118,Rajesh,Jonse, Dr,9091147674,122 victoria road,Durham,TS2 5XX,9787 630 3273,cardiovascular medicine,R0003298,2
2119,Priya,Ahmed, Dr,,11 Station Road,Newcastle,TS29 4XX,82714106299,orthopedics,R0006383,1
2123,Lucy,Jones, Jr,9104455233,82 Victoria Road,Newcastle,TS16 3XX,(5403) 3578991,orthopedics,R0006592,2
2125,Fatima,Nguyen,,3565541664,65 High Street,Middlesbrough,TS24 1XX,90022311790,orthopaedics,R0003782,2
2126,John,Ahmed,,8431221457,259 High Street,Newcastle,TS18 2XX,55156099991,cardiology,R0006462,2
2129,Sarah,Thomas,,8470123257,134 Church Lane,York,TS2 3XX,88108158753,gp,R0000676,2
2132,Priya,Roberts,,6937064774,289 Station Road,Durham,TS27 3XX,84866688376,family medicine,R0002942,1
2133,Fatima,Ahmed,,5949276211,217 Park Avenue,Middlesbrough,TS19 6XX,71124040135,cardiology,R0004989,1
2134,David,Taylor,,7916050852,202 Station Road,Durham,TS8 4XX,03708271189,cardiology,R0004374,1
2135,James,Ali,,5451845928,96 Church Lane,Middlesbrough,TS13 4XX,55283691418,ortho surgery,R0006509,2
2137,Mohammed,Bronw, MD,2538219708,29 high street,Durham,TS1 3XX,80432133171,pediatrics,R0003383,2
2141,Grace,Khan,,5186177002,242 High Street,York,TS26 1XX,64846913216,pediatrics,R0001611,1
2142,Fatima,Ngyuen,,7236397386,203 Station Rd,York,TS19 2XX,63957516619,paediatrics,R0003904,2
2143,John,Davies,,0080371515,95 Park Avenue,Leeds,TS9 5XX,75741970240,paediatrics,R0002251,1
2146,Fatima,Ahmed,,5857380321,258 Church Lane,Newcastle,TS5 8XX,88094535573,general practice,R0002317,2
2147,Lucy,Nguyen,,9696528217,154 Victoria Road,Newcastle,TS22 8XX,31217449918,family medicine,R0003366,1
2149,Mohammed,Ahmed,,5399251088,286 High Street,York,TS6 5XX,35704339967,pediatrics,R0003866,1
2154,David,Jones, Dr,8480458768,85 Station Road,Newcastle,TS27 8XX,(5084) 8003801,family medicine,R0003290,2
2155,John,Thomas,,3032346271,282 Church Lane,Newcastle,TS21 4XX,36481709409,cardiology,R0005151,3
2159,Chen,Ahmed,,3495169055,266 Park Avenue,York,TS7 5XX,15297704641,paediatrics,R0004856,1
2167,Mohammed,Ali,,6629396473,122 Victoria Road,Newcastle,TS3 1XX,04662806408,paediatrics,R0005454,1
2175,G.,Smith,,1990135194,69 Church Lane,Middlesbrough,TS9 6XX,(6241) 4292460,cardiology,R0002182,2
2176,James,Jones,,2980334125,39 Church Lane,Newcastle,TS27 4XX,88346978712,cardiovascular medicine,R0002582,1
2178,John,Wilson, Dr,,117 Victoria Road,York,TS2 8XX,46877038926,family medicine,R0005274,1
2182,Priya,Patel,,9176308615,193 Station Road,Durham,TS2 2XX,49219510130,cardiology,R0007171,1
2184,Omar,Thomas,,4647054495,32 Station Road,Durham,TS27 7XX,79821469084,orthopaedics,R0005806,1
2187,S.,Davies,,,171 Victoria Road,York,TS27 1XX,3135 205 0200,general practice,R0000090,1
2189,Sarah,Talyor,,6931138629,290 Park Ave,Durham,TS1 8XX,0063 985 5110,orthopaedics,R0003800,2
2191,John,Jones,,7381545093,289 Station Road,Leeds,TS10 6XX,39258774928,pediatrics,R0006686,2
2192,Luyc,Davies,,5127785258,160 High St,Newcastle,TS29 7XX,6481 745 4096,general practice,R0002118,4
2194,Chen,Ahmed,,5858849145,298 Victoria Road,Durham,TS3 6XX,27813113152,orthopedics,R0005692,1
2196,Priya,Patel, MD,3949199006,40 Station Road,Leeds,TS12 1XX,49799032606,gp,R0004209,1
2197,Lucy,Nguyen,,6654454873,81 Church Lane,Leeds,TS6 3XX,08132237812,pediatrics,R0000947,1
2198,David,Talyor,,9879357803,69 High St,Middlesbrough,TS12 4XX,(9357) 1657945,cardiovascular medicine,R0006259,3
2199,Sarah,Khan,,8576521444,15 Victoria Road,Middlesbrough,TS19 2XX,56043444628,paediatrics,R0002789,1
2201,Grace,Ali,,4975186719,148 Station Road,York,TS16 1XX,62557818693,cardiovascular medicine,R0004335,2
2204,Amara,Patel,,3486396948,220 Victoria Road,Durham,TS27 5XX,03027166564,cardiovascular medicine,R0004369,2
2206,Omar,Roberts,,7461888460,46 Church Lane,York,TS24 8XX,71185850984,orthopedics,R0005528,1
2209,Chen,Ahmed,,0377769949,32 Park Avenue,Middlesbrough,TS22 2XX,82487194500,family medicine,R0004988,1
2215,Rajesh,Davies,,8419336135,245 Park Avenue,Middlesbrough,TS25 3XX,99781414550,orthopedics,R0003165,1
2221,Rajesh,Ahmed,,2275594895,1 Station Road,York,TS2 6XX,29641067203,ortho surgery,R0001186,1
2222,Priya,Williams,,1465753960,208 High Street,Durham,TS1 2XX,08129128127,general practice,R0003360,1
2224,Omar,Wilson,,5539195251,254 Park Avenue,Newcastle,TS1 4XX,66875942976,pediatrics,R0005702,1
2225,Fatima,Thomas,,9731224276,249 High Street,Leeds,TS3 2XX,65239487329,gp,R0007338,2
2226,Amara,Khan, Dr,4011859426,291 High St,Durham,TS25 1XX,6964 465 5167,cardiology,R0000151,1
2230,Rajesh,Khan,,7745379619,159 Church Lane,Newcastle,TS22 5XX,36236958420,orthopedics,R0005371,2
2233,Sarah,Wilson,,5078901836,204 Station Road,Leeds,TS19 2XX,15117551133,orthopaedics,R0001397,2
2234,Aisha,Roberts,,7800308058,20 Park Avenue,Leeds,TS14 5XX,74278405894,cardiology,R0000183,1
2235,R.,Brown,,3197664691,161 station rd,Middlesbrough,TS19 3XX,(4089) 4508333,gp,R0005943,2
2238,Daivd,Davies, Jr,6982665713,137 Church Ln,Newcastle,TS13 2XX,6850 046 3380,cardiovascular medicine,R0000471,1
2239,Grace,Patel,,5363572179,216 Church Lane,Newcastle,TS6 7XX,92168068050,general practice,R0000967,1
2240,David,Wilson,,5172386393,118 Church Lane,Leeds,TS6 4XX,58386075343,cardiovascular medicine,R0000208,2
2242,Sarah,Patel,,8721868131,50 Church Lane,Middlesbrough,TS1 5XX,96789126877,general practice,R0000896,1
2244,Elena,Davies,,4219881965,230 Station Road,Leeds,TS10 2XX,79981785538,paediatrics,R0002264,1
2248,Lucy,Smith,,8892501522,253 Station Road,York,TS5 7XX,67963954409,gp,R0001209,1
2257,Wei,Thomas,,1504885233,49 Station Road,Durham,TS6 8XX,16666416228,pediatrics,R0004915,1
2259,Mohammed,Ali, Jr,5690991632,245 Church Ln,York,TS25 4XX,(9271) 1929099,orthopaedics,R0005689,1
2260,Mohammed,Taylor, Dr,2904154878,153 Station Road,Leeds,TS13 1XX,71513911909,cardiovascular medicine,R0004568,2
2262,Priya,Nguyen,,3253729049,185 Victoria Road,Newcastle,TS18 5XX,22533674212,pediatrics,R0002881,3
2264,Fatima,Davies,,4427912630,22 High Street,Leeds,TS29 5XX,20733527375,general practice,R0002042,1
2267,Rajesh,Patel,,3649794059,116 High Street,Newcastle,TS1 5XX,92283616557,pediatrics,R0002549,3
2268,Omar,Nguyen,,5404030353,212 Station Road,Durham,TS29 3XX,10340464046,pediatrics,R0005823,3
2269,D.,Taylor, Jr,1021796778,15 High Street,Newcastle,TS14 5XX,74201037351,ortho surgery,R0001087,2
2271,Omar,Wilson,,1898120729,196 Church Ln,Durham,TS6 1XX,3806 268 3447,orthopaedics,R0006440,1
2273,David,Khan,,0384226543,75 Victoria Road,Middlesbrough,TS23 8XX,85681811016,pediatrics,R0005362,1
2274,Amara,Wilson,,9804816410,66 Station Road,Middlesbrough,TS6 5XX,75703605146,cardiovascular medicine,R0002404,2
2278,Lucy,Brown,,0414630850,9 Church Lane,Newcastle,TS1 7XX,37099521676,cardiology,R0002932,1
2281,Elena,Jones, Dr,2021139616,241 victoria rd,Middlesbrough,TS8 4XX,(1562) 2755075,cardiovascular medicine,R0004739,3
2283,Amara,Robrets, Dr,3654540447,152 Victoria Rd,York,TS10 7XX,3963 284 3501,ortho surgery,R0002820,1
2285,Omar,Evans,,4506797253,44 Park Avenue,Newcastle,TS11 7XX,17773790933,orthopedics,R0005040,2
2286,Priya,Khan,,5315854148,223 Station Road,Newcastle,TS4 6XX,62166349835,family medicine,R0004733,1
2287,Omar,Patel,,7956061457,38 Park Avenue,Newcastle,TS22 1XX,61983093802,orthopaedics,R0004381,2
2293,Lucy,Jones,,4204577884,47 Station Road,Durham,TS14 3XX,(0449) 8217407,gp,R0002155,2
2294,David,Smith, Jr,6669762449,172 Church Lane,Durham,TS16 1XX,9620 930 6028,cardiology,R0001345,2
2296,Rajesh,Jones,,7303779955,136 Station Road,Newcastle,TS4 8XX,28278719967,family medicine,R0005628,1
2297,Sarah,Roberts,,4244679128,286 High Street,Leeds,TS21 5XX,01737685012,general practice,R0003803,1
2300,Wei,Williams,,6475066373,187 High Street,Middlesbrough,TS27 4XX,43768893537,ortho surgery,R0001504,1
2303,Mohammed,Smith,,1545888008,13 Victoria Road,Middlesbrough,TS1 3XX,50429851228,family medicine,R0004241,1
2307,James,Nguyen,,0181839248,178 Station Road,Leeds,TS29 2XX,63953371706,family medicine,R0006519,2
2310,Chen,Roberts,,1914496858,99 Victoria Road,Newcastle,TS12 4XX,97959771577,ortho surgery,R0000416,1
2311,Aihsa,Nguyen, MD,9922454347,276 park avenue,Newcastle,TS24 2XX,24841958380,orthopaedics,R0005493,3
2312,James,Williams,,9582299838,193 Church Lane,Newcastle,TS25 4XX,39446919403,family medicine,R0000564,1
2313,Chen,Roberts, Dr,2496080628,87 Park Ave,Newcastle,TS21 5XX,8252 184 0896,paediatrics,R0001225,2
2319,E.,Ahmed,,0797137749,293 Station Road,Durham,TS15 6XX,54888047837,ortho surgery,R0001193,3
2321,Garce,Williams,,6269677419,262 Station Road,Newcastle,TS25 6XX,52189692515,pediatrics,R0003143,2
2323,David,Evans, Jr,6266174037,11 park avenue,Leeds,TS22 4XX,40981575292,cardiovascular medicine,R0000496,3
2324,Amara,Wilson,,5784594426,117 Victoria Road,Durham,TS21 8XX,13195768320,ortho surgery,R0006908,1
2325,David,Jones,,2882014245,251 High Street,Newcastle,TS23 1XX,41851033331,orthopaedics,R0007334,2
2326,Fatima,Patel,,3083934417,74 Victoria Road,Newcastle,TS13 7XX,41743024731,cardiology,R0003771,1
2329,Aisha,Evans, MD,,177 Church Lane,Newcastle,TS21 3XX,5892 843 4025,general practice,R0007010,1
2330,Grace,Wilson,,0095804597,122 Park Avenue,Leeds,TS29 3XX,27981832993,general practice,R0001496,1
2331,Sarah,Davies,,6975223889,226 Victoria Road,York,TS18 1XX,12178062431,paediatrics,R0004269,2
2334,Rajesh,Jones,,3127241497,247 Park Avenue,Leeds,TS9 1XX,99362603394,general practice,R0003011,1
2337,Priya,Ali,,4422615205,13 High Street,Leeds,TS25 3XX,69451177203,general practice,R0006045,1
2342,Priya,Ahmed,,6407204165,270 Station Road,Newcastle,TS26 3XX,93452616931,orthopaedics,R0004233,1
2349,Mohammed,Brown,,3508135855,25 Station Road,Durham,TS17 1XX,48827375392,pediatrics,R0002585,1
2350,L.,Brown,,0412566380,190 Victoria Road,Durham,TS4 3XX,(9942) 2435000,general practice,R0002913,1
2353,Omar,Khan,,0872501001,236 High Street,Newcastle,TS3 2XX,46701011852,orthopedics,R0004015,1
2355,John,Williams,,8208245794,151 Station Road,Leeds,TS9 5XX,08254125513,family medicine,R0006476,2
2356,A.,Roberts, MD,8235313459,9 Church Lane,Leeds,TS20 7XX,(4428) 8132902,ortho surgery,R0000308,2
2358,Sarah,Nguyen, Jr,,265 victoria road,Middlesbrough,TS10 3XX,2305 775 4164,orthopaedics,R0006020,1
2359,David,Ali,,5219287817,108 Park Avenue,Newcastle,TS21 1XX,44438244649,gp,R0003286,1
2360,James,Khan,,9217382407,168 Victoria Road,Leeds,TS20 4XX,80975220036,cardiology,R0005840,2
2362,Grace,Jones,,7665987555,168 Victoria Road,York,TS20 1XX,74909622100,cardiovascular medicine,R0006802,1
2364,Aisha,Nguyen,,3161433838,234 Station Road,Leeds,TS7 6XX,70395124245,orthopaedics,R0003692,2
2370,G.,Jones, Jr,1047583242,70 station road,Newcastle,TS4 3XX,37387919693,cardiology,R0000071,1
2372,Chen,Davies,,8048028931,71 High Street,Newcastle,TS23 6XX,03256825016,paediatrics,R0005162,1
2373,Aisha,Williams,,7518577851,5 Church Lane,Durham,TS25 5XX,09654466231,cardiology,R0003651,3
2375,John,Roberts,,6051645560,105 Victoria Road,York,TS15 4XX,16396405846,cardiology,R0001665,2
2378,David,Khan,,5365966818,87 Church Lane,Durham,TS22 2XX,52187110327,cardiology,R0003869,3
2380,Grace,Smith, Dr,,270 Park Avenue,Newcastle,TS1 4XX,5367 659 6264,orthopaedics,R0002167,1
2381,Amara,Wilson,,9473525838,61 Victoria Rd,Durham,TS27 7XX,(6993) 7481554,ortho surgery,R0007147,2
2385,Aisha,Wlison,,9554439068,68 High St,Newcastle,TS7 8XX,64913511712,general practice,R0005484,2
2388,Rajesh,Bronw,,7626518789,64 Station Road,Newcastle,TS28 1XX,6810 311 2249,cardiovascular medicine,R0004588,2
2389,Wei,Smith,,4571059204,139 Church Lane,Durham,TS4 6XX,30953872952,family medicine,R0001881,2
